                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    476,                0.24946,                0.18768,                0.80551,                0.99347,                 0.9908,                0.99407,                0.97487,                0.16932,                0.14098,                0.76286,             0.00012296,             0.00012296,             0.00012296
                    477,                0.24777,                0.20099,                0.80509,                0.99345,                 0.9908,                0.99404,                0.97511,                 0.1714,                0.14215,                0.76309,               0.000119,               0.000119,               0.000119
                    478,                0.25997,                0.20816,                0.80083,                0.99381,                 0.9908,                0.99407,                0.97471,                0.17253,                0.14229,                0.76299,             0.00011504,             0.00011504,             0.00011504
                    479,                0.25378,                0.19377,                0.81232,                0.99377,                 0.9908,                0.99407,                0.97525,                0.17304,                0.14323,                  0.763,             0.00011108,             0.00011108,             0.00011108
                    480,                0.24951,                0.18947,                0.79931,                0.99388,                 0.9908,                0.99407,                0.97611,                0.17351,                0.14429,                 0.7626,             0.00010712,             0.00010712,             0.00010712
                    481,                0.25475,                0.17943,                0.80912,                0.99409,                 0.9908,                 0.9941,                0.97725,                0.16759,                0.14037,                 0.7623,             0.00010316,             0.00010316,             0.00010316
                    482,                0.22884,                0.18512,                0.79712,                0.99383,                 0.9908,                0.99414,                0.97701,                0.16626,                0.14099,                0.76236,               9.92e-05,               9.92e-05,               9.92e-05
                    483,                0.27208,                0.20972,                0.80673,                0.99386,                0.99349,                 0.9941,                0.97666,                0.16458,                0.14057,                0.76207,              9.524e-05,              9.524e-05,              9.524e-05
                    484,                0.28285,                0.20372,                0.82104,                0.99386,                 0.9935,                 0.9941,                0.97624,                0.16597,                0.14204,                0.76198,              9.128e-05,              9.128e-05,              9.128e-05
                    485,                0.25974,                0.19469,                0.81113,                0.99386,                0.99353,                0.99414,                0.97527,                0.16844,                 0.1422,                0.76229,              8.732e-05,              8.732e-05,              8.732e-05
                    486,                0.23978,                0.18276,                 0.8002,                0.99386,                0.99358,                 0.9941,                0.97626,                0.17047,                 0.1422,                0.76236,              8.336e-05,              8.336e-05,              8.336e-05
                    487,                0.24584,                0.17981,                0.79071,                0.99387,                0.99505,                0.99407,                0.97627,                0.16832,                0.14306,                0.76234,               7.94e-05,               7.94e-05,               7.94e-05
                    488,                0.24865,                0.18167,                0.80664,                0.99387,                0.99495,                0.99407,                0.97576,                0.16664,                0.14332,                0.76226,              7.544e-05,              7.544e-05,              7.544e-05
                    489,                0.25035,                0.18544,                0.80908,                0.99386,                 0.9936,                0.99407,                0.97564,                0.16658,                0.14356,                 0.7624,              7.148e-05,              7.148e-05,              7.148e-05
                    490,                 0.2637,                0.19109,                0.80619,                0.99386,                0.99361,                 0.9941,                  0.976,                0.16662,                0.14288,                0.76225,              6.752e-05,              6.752e-05,              6.752e-05
                    491,                0.22318,                0.17746,                 0.8005,                0.99386,                0.99352,                0.99407,                0.97567,                0.16729,                  0.143,                0.76236,              6.356e-05,              6.356e-05,              6.356e-05
                    492,                0.20687,                 0.1579,                0.78238,                0.99339,                 0.9908,                0.99407,                0.97475,                0.16885,                0.14496,                0.76249,               5.96e-05,               5.96e-05,               5.96e-05
                    493,                0.20806,                0.16909,                0.80022,                 0.9928,                 0.9908,                0.99404,                0.97493,                0.17269,                0.14737,                0.76316,              5.564e-05,              5.564e-05,              5.564e-05
                    494,                0.23535,                 0.1766,                0.79486,                0.99512,                 0.9908,                0.99404,                0.97536,                0.17325,                 0.1483,                0.76341,              5.168e-05,              5.168e-05,              5.168e-05
                    495,                0.22391,                0.17246,                0.79434,                0.99684,                 0.9908,                0.99404,                 0.9739,                0.17254,                0.14778,                0.76306,              4.772e-05,              4.772e-05,              4.772e-05
                    496,                0.22758,                0.16766,                0.78272,                0.99691,                0.98952,                0.99401,                0.97407,                0.17202,                0.14662,                0.76298,              4.376e-05,              4.376e-05,              4.376e-05
                    497,                0.20981,                0.15779,                0.78638,                0.99691,                0.98885,                0.99407,                0.97392,                0.17193,                0.14739,                0.76295,               3.98e-05,               3.98e-05,               3.98e-05
                    498,                0.20851,                0.16766,                   0.77,                0.99691,                0.98929,                0.99407,                0.97481,                0.17264,                0.14517,                0.76313,              3.584e-05,              3.584e-05,              3.584e-05
                    499,                0.20615,                0.16077,                 0.7669,                  0.996,                 0.9908,                0.99407,                0.97341,                0.17408,                0.14523,                0.76326,              3.188e-05,              3.188e-05,              3.188e-05
                    500,                0.21315,                0.15741,                0.79232,                0.99599,                 0.9908,                0.99401,                0.97319,                0.17393,                0.14587,                0.76315,              2.792e-05,              2.792e-05,              2.792e-05
